Temperature - (Celsius);Year;Statistics;Country;ISO3
18.3864;1918;Sep;Italy;ITA
11.3211;1918;Oct;Italy;ITA
7.14358;1918;Nov;Italy;ITA
5.19134;1918;Dec;Italy;ITA
4.39007;1919;Jan;Italy;ITA
3.58408;1919;Feb;Italy;ITA
6.78654;1919;Mar;Italy;ITA
8.69732;1919;Apr;Italy;ITA
12.3899;1919;May;Italy;ITA
18.0027;1919;Jun;Italy;ITA
18.2692;1919;Jul;Italy;ITA
20.9429;1919;Aug;Italy;ITA
18.2579;1919;Sep;Italy;ITA
10.4693;1919;Oct;Italy;ITA
6.45185;1919;Nov;Italy;ITA
4.04409;1919;Dec;Italy;ITA
5.29358;1920;Jan;Italy;ITA
5.63944;1920;Feb;Italy;ITA
8.36226;1920;Mar;Italy;ITA
10.7816;1920;Apr;Italy;ITA
16.8841;1920;May;Italy;ITA
17.5738;1920;Jun;Italy;ITA
20.9279;1920;Jul;Italy;ITA
19.4845;1920;Aug;Italy;ITA
17.4844;1920;Sep;Italy;ITA
12.2174;1920;Oct;Italy;ITA
6.78475;1920;Nov;Italy;ITA
5.14887;1920;Dec;Italy;ITA
5.65815;1921;Jan;Italy;ITA
4.3605;1921;Feb;Italy;ITA
7.48704;1921;Mar;Italy;ITA
9.00852;1921;Apr;Italy;ITA
15.1576;1921;May;Italy;ITA
17.333;1921;Jun;Italy;ITA
21.6943;1921;Jul;Italy;ITA
20.6965;1921;Aug;Italy;ITA
17.855;1921;Sep;Italy;ITA
14.3798;1921;Oct;Italy;ITA
6.65944;1921;Nov;Italy;ITA
3.93915;1921;Dec;Italy;ITA
2.33197;1922;Jan;Italy;ITA
3.72267;1922;Feb;Italy;ITA
8.08434;1922;Mar;Italy;ITA
9.30174;1922;Apr;Italy;ITA
15.5605;1922;May;Italy;ITA
18.6985;1922;Jun;Italy;ITA
19.9942;1922;Jul;Italy;ITA
21.2234;1922;Aug;Italy;ITA
15.6645;1922;Sep;Italy;ITA
11.5784;1922;Oct;Italy;ITA
5.79095;1922;Nov;Italy;ITA
4.00188;1922;Dec;Italy;ITA
2.98176;1923;Jan;Italy;ITA
4.89477;1923;Feb;Italy;ITA
7.0239;1923;Mar;Italy;ITA
9.69581;1923;Apr;Italy;ITA
14.8946;1923;May;Italy;ITA
15.229;1923;Jun;Italy;ITA
21.5675;1923;Jul;Italy;ITA
21.5516;1923;Aug;Italy;ITA
16.8656;1923;Sep;Italy;ITA
14.1045;1923;Oct;Italy;ITA
9.12765;1923;Nov;Italy;ITA
3.9888;1923;Dec;Italy;ITA
2.02093;1924;Jan;Italy;ITA
2.89115;1924;Feb;Italy;ITA
6.24733;1924;Mar;Italy;ITA
10.3065;1924;Apr;Italy;ITA
15.9615;1924;May;Italy;ITA
18.3542;1924;Jun;Italy;ITA
20.7261;1924;Jul;Italy;ITA
18.4008;1924;Aug;Italy;ITA
18.0784;1924;Sep;Italy;ITA
12.7462;1924;Oct;Italy;ITA
7.83717;1924;Nov;Italy;ITA
5.31582;1924;Dec;Italy;ITA
4.36254;1925;Jan;Italy;ITA
5.77807;1925;Feb;Italy;ITA
4.8041;1925;Mar;Italy;ITA
9.95826;1925;Apr;Italy;ITA
13.9502;1925;May;Italy;ITA
18.3859;1925;Jun;Italy;ITA
19.7634;1925;Jul;Italy;ITA
20.3504;1925;Aug;Italy;ITA
15.8378;1925;Sep;Italy;ITA
13.0439;1925;Oct;Italy;ITA
7.87275;1925;Nov;Italy;ITA
3.1776;1925;Dec;Italy;ITA
3.0243;1926;Jan;Italy;ITA
7.18279;1926;Feb;Italy;ITA
7.17752;1926;Mar;Italy;ITA
11.0886;1926;Apr;Italy;ITA
12.7352;1926;May;Italy;ITA
16.1504;1926;Jun;Italy;ITA
19.2712;1926;Jul;Italy;ITA
19.6502;1926;Aug;Italy;ITA
18.9553;1926;Sep;Italy;ITA
13.9156;1926;Oct;Italy;ITA
11.4943;1926;Nov;Italy;ITA
4.13654;1926;Dec;Italy;ITA
4.04756;1927;Jan;Italy;ITA
3.38206;1927;Feb;Italy;ITA
7.86132;1927;Mar;Italy;ITA
10.5351;1927;Apr;Italy;ITA
14.7152;1927;May;Italy;ITA
19.0779;1927;Jun;Italy;ITA
21.0762;1927;Jul;Italy;ITA
20.9358;1927;Aug;Italy;ITA
17.6242;1927;Sep;Italy;ITA
12.5531;1927;Oct;Italy;ITA
9.49514;1927;Nov;Italy;ITA
4.64513;1927;Dec;Italy;ITA
4.33383;1928;Jan;Italy;ITA
4.97121;1928;Feb;Italy;ITA
6.47372;1928;Mar;Italy;ITA
10.625;1928;Apr;Italy;ITA
12.1898;1928;May;Italy;ITA
18.2539;1928;Jun;Italy;ITA
23.09;1928;Jul;Italy;ITA
22.2748;1928;Aug;Italy;ITA
17.5585;1928;Sep;Italy;ITA
12.8451;1928;Oct;Italy;ITA
8.78277;1928;Nov;Italy;ITA
3.30328;1928;Dec;Italy;ITA
0.28722;1929;Jan;Italy;ITA
-0.3234;1929;Feb;Italy;ITA
6.08715;1929;Mar;Italy;ITA
8.45477;1929;Apr;Italy;ITA
14.892;1929;May;Italy;ITA
18.7116;1929;Jun;Italy;ITA
21.293;1929;Jul;Italy;ITA
20.5169;1929;Aug;Italy;ITA
18.5735;1929;Sep;Italy;ITA
13.2798;1929;Oct;Italy;ITA
8.80793;1929;Nov;Italy;ITA
5.6734;1929;Dec;Italy;ITA
4.86707;1930;Jan;Italy;ITA
3.75224;1930;Feb;Italy;ITA
7.91347;1930;Mar;Italy;ITA
10.3634;1930;Apr;Italy;ITA
13.1836;1930;May;Italy;ITA
19.8047;1930;Jun;Italy;ITA
20.1717;1930;Jul;Italy;ITA
19.9427;1930;Aug;Italy;ITA
17.7479;1930;Sep;Italy;ITA
12.2761;1930;Oct;Italy;ITA
9.49657;1930;Nov;Italy;ITA
4.86957;1930;Dec;Italy;ITA
3.77522;1931;Jan;Italy;ITA
3.32446;1931;Feb;Italy;ITA
5.43714;1931;Mar;Italy;ITA
8.67581;1931;Apr;Italy;ITA
15.236;1931;May;Italy;ITA
20.0957;1931;Jun;Italy;ITA
20.7513;1931;Jul;Italy;ITA
19.9888;1931;Aug;Italy;ITA
14.1223;1931;Sep;Italy;ITA
12.0499;1931;Oct;Italy;ITA
9.01443;1931;Nov;Italy;ITA
3.22547;1931;Dec;Italy;ITA
4.3864;1932;Jan;Italy;ITA
0.52926;1932;Feb;Italy;ITA
4.63258;1932;Mar;Italy;ITA
8.68529;1932;Apr;Italy;ITA
13.6977;1932;May;Italy;ITA
16.5771;1932;Jun;Italy;ITA
19.7584;1932;Jul;Italy;ITA
22.0053;1932;Aug;Italy;ITA
20.0485;1932;Sep;Italy;ITA
13.048;1932;Oct;Italy;ITA
8.98829;1932;Nov;Italy;ITA
6.23315;1932;Dec;Italy;ITA
2.42419;1933;Jan;Italy;ITA
3.72137;1933;Feb;Italy;ITA
7.04314;1933;Mar;Italy;ITA
9.87588;1933;Apr;Italy;ITA
12.6734;1933;May;Italy;ITA
15.2473;1933;Jun;Italy;ITA
20.4136;1933;Jul;Italy;ITA
20.8644;1933;Aug;Italy;ITA
17.2484;1933;Sep;Italy;ITA
13.2554;1933;Oct;Italy;ITA
7.63346;1933;Nov;Italy;ITA
1.80256;1933;Dec;Italy;ITA
3.26575;1934;Jan;Italy;ITA
4.19605;1934;Feb;Italy;ITA
7.36357;1934;Mar;Italy;ITA
11.6528;1934;Apr;Italy;ITA
15.4863;1934;May;Italy;ITA
17.6847;1934;Jun;Italy;ITA
20.8957;1934;Jul;Italy;ITA
19.577;1934;Aug;Italy;ITA
18.006;1934;Sep;Italy;ITA
12.4356;1934;Oct;Italy;ITA
8.32992;1934;Nov;Italy;ITA
7.11967;1934;Dec;Italy;ITA
1.20553;1935;Jan;Italy;ITA
4.17694;1935;Feb;Italy;ITA
5.7051;1935;Mar;Italy;ITA
9.25306;1935;Apr;Italy;ITA
12.2693;1935;May;Italy;ITA
19.6154;1935;Jun;Italy;ITA
21.0708;1935;Jul;Italy;ITA
19.8681;1935;Aug;Italy;ITA
17.5183;1935;Sep;Italy;ITA
13.6026;1935;Oct;Italy;ITA
9.25783;1935;Nov;Italy;ITA
4.3847;1935;Dec;Italy;ITA
6.72459;1936;Jan;Italy;ITA
4.94745;1936;Feb;Italy;ITA
8.42483;1936;Mar;Italy;ITA
9.93102;1936;Apr;Italy;ITA
14.0283;1936;May;Italy;ITA
17.2192;1936;Jun;Italy;ITA
20.3023;1936;Jul;Italy;ITA
19.8272;1936;Aug;Italy;ITA
17.0276;1936;Sep;Italy;ITA
9.56057;1936;Oct;Italy;ITA
7.85093;1936;Nov;Italy;ITA
4.88125;1936;Dec;Italy;ITA
3.71323;1937;Jan;Italy;ITA
6.05107;1937;Feb;Italy;ITA
6.75609;1937;Mar;Italy;ITA
9.677;1937;Apr;Italy;ITA
15.0928;1937;May;Italy;ITA
19.0216;1937;Jun;Italy;ITA
20.4223;1937;Jul;Italy;ITA
20.0142;1937;Aug;Italy;ITA
16.6986;1937;Sep;Italy;ITA
13.0315;1937;Oct;Italy;ITA
8.1159;1937;Nov;Italy;ITA
3.62967;1937;Dec;Italy;ITA
2.79714;1938;Jan;Italy;ITA
3.62196;1938;Feb;Italy;ITA
8.39927;1938;Mar;Italy;ITA
7.41438;1938;Apr;Italy;ITA
12.4508;1938;May;Italy;ITA
19.3753;1938;Jun;Italy;ITA
20.3989;1938;Jul;Italy;ITA
20.1228;1938;Aug;Italy;ITA
16.7999;1938;Sep;Italy;ITA
13.3738;1938;Oct;Italy;ITA
9.65525;1938;Nov;Italy;ITA
3.80324;1938;Dec;Italy;ITA
5.10536;1939;Jan;Italy;ITA
5.66908;1939;Feb;Italy;ITA
4.3484;1939;Mar;Italy;ITA
11.2049;1939;Apr;Italy;ITA
11.6075;1939;May;Italy;ITA
17.6881;1939;Jun;Italy;ITA
20.341;1939;Jul;Italy;ITA
20.4235;1939;Aug;Italy;ITA
16.6062;1939;Sep;Italy;ITA
12.146;1939;Oct;Italy;ITA
9.13834;1939;Nov;Italy;ITA
3.73692;1939;Dec;Italy;ITA
0.33213;1940;Jan;Italy;ITA
3.22413;1940;Feb;Italy;ITA
6.2458;1940;Mar;Italy;ITA
9.90231;1940;Apr;Italy;ITA
13.4919;1940;May;Italy;ITA
16.7988;1940;Jun;Italy;ITA
19.0745;1940;Jul;Italy;ITA
18.7436;1940;Aug;Italy;ITA
17.2191;1940;Sep;Italy;ITA
12.6801;1940;Oct;Italy;ITA
9.07006;1940;Nov;Italy;ITA
0.63964;1940;Dec;Italy;ITA
2.34778;1941;Jan;Italy;ITA
4.5795;1941;Feb;Italy;ITA
7.19817;1941;Mar;Italy;ITA
9.01949;1941;Apr;Italy;ITA
11.6981;1941;May;Italy;ITA
18.1903;1941;Jun;Italy;ITA
21.024;1941;Jul;Italy;ITA
19.8137;1941;Aug;Italy;ITA
15.9497;1941;Sep;Italy;ITA
11.7277;1941;Oct;Italy;ITA
6.85919;1941;Nov;Italy;ITA
3.32742;1941;Dec;Italy;ITA
-0.6486;1942;Jan;Italy;ITA
1.91401;1942;Feb;Italy;ITA
7.64996;1942;Mar;Italy;ITA
10.1504;1942;Apr;Italy;ITA
14.7182;1942;May;Italy;ITA
18.6261;1942;Jun;Italy;ITA
20.5777;1942;Jul;Italy;ITA
20.5332;1942;Aug;Italy;ITA
19.4534;1942;Sep;Italy;ITA
14.8687;1942;Oct;Italy;ITA
7.3307;1942;Nov;Italy;ITA
5.72522;1942;Dec;Italy;ITA
2.42016;1943;Jan;Italy;ITA
5.68201;1943;Feb;Italy;ITA
8.02044;1943;Mar;Italy;ITA
11.3293;1943;Apr;Italy;ITA
14.8031;1943;May;Italy;ITA
17.6347;1943;Jun;Italy;ITA
20.8283;1943;Jul;Italy;ITA
22.3048;1943;Aug;Italy;ITA
19.1994;1943;Sep;Italy;ITA
14.4636;1943;Oct;Italy;ITA
7.27417;1943;Nov;Italy;ITA
5.70501;1943;Dec;Italy;ITA
3.8069;1944;Jan;Italy;ITA
2.42591;1944;Feb;Italy;ITA
4.24411;1944;Mar;Italy;ITA
11.0682;1944;Apr;Italy;ITA
14.3235;1944;May;Italy;ITA
17.6642;1944;Jun;Italy;ITA
20.2572;1944;Jul;Italy;ITA
22.4767;1944;Aug;Italy;ITA
17.3494;1944;Sep;Italy;ITA
12.074;1944;Oct;Italy;ITA
7.16532;1944;Nov;Italy;ITA
3.45364;1944;Dec;Italy;ITA
-0.3609;1945;Jan;Italy;ITA
4.76918;1945;Feb;Italy;ITA
7.628;1945;Mar;Italy;ITA
11.5151;1945;Apr;Italy;ITA
16.3556;1945;May;Italy;ITA
20.1984;1945;Jun;Italy;ITA
22.424;1945;Jul;Italy;ITA
20.7509;1945;Aug;Italy;ITA
17.8097;1945;Sep;Italy;ITA
12.3348;1945;Oct;Italy;ITA
7.35597;1945;Nov;Italy;ITA
4.75547;1945;Dec;Italy;ITA
2.61084;1946;Jan;Italy;ITA
5.09672;1946;Feb;Italy;ITA
7.15259;1946;Mar;Italy;ITA
11.8471;1946;Apr;Italy;ITA
14.3965;1946;May;Italy;ITA
18.0557;1946;Jun;Italy;ITA
21.5336;1946;Jul;Italy;ITA
21.3749;1946;Aug;Italy;ITA
19.0991;1946;Sep;Italy;ITA
12.0039;1946;Oct;Italy;ITA
8.18413;1946;Nov;Italy;ITA
2.65461;1946;Dec;Italy;ITA
0.20056;1947;Jan;Italy;ITA
3.45913;1947;Feb;Italy;ITA
7.94702;1947;Mar;Italy;ITA
11.9131;1947;Apr;Italy;ITA
15.6122;1947;May;Italy;ITA
19.6963;1947;Jun;Italy;ITA
22.1786;1947;Jul;Italy;ITA
22.1351;1947;Aug;Italy;ITA
19.1661;1947;Sep;Italy;ITA
12.8399;1947;Oct;Italy;ITA
9.17463;1947;Nov;Italy;ITA
4.03207;1947;Dec;Italy;ITA
5.56481;1948;Jan;Italy;ITA
4.03444;1948;Feb;Italy;ITA
8.6677;1948;Mar;Italy;ITA
10.9385;1948;Apr;Italy;ITA
15.1302;1948;May;Italy;ITA
17.4343;1948;Jun;Italy;ITA
18.4515;1948;Jul;Italy;ITA
20.3945;1948;Aug;Italy;ITA
17.4566;1948;Sep;Italy;ITA
13.7977;1948;Oct;Italy;ITA
8.52166;1948;Nov;Italy;ITA
4.13779;1948;Dec;Italy;ITA
4.65109;1949;Jan;Italy;ITA
4.64195;1949;Feb;Italy;ITA
4.80827;1949;Mar;Italy;ITA
12.1958;1949;Apr;Italy;ITA
13.8371;1949;May;Italy;ITA
17.6557;1949;Jun;Italy;ITA
20.7765;1949;Jul;Italy;ITA
20.345;1949;Aug;Italy;ITA
19.119;1949;Sep;Italy;ITA
14.2138;1949;Oct;Italy;ITA
8.13141;1949;Nov;Italy;ITA
5.45722;1949;Dec;Italy;ITA
2.77364;1950;Jan;Italy;ITA
5.68632;1950;Feb;Italy;ITA
7.97576;1950;Mar;Italy;ITA
9.51946;1950;Apr;Italy;ITA
15.629;1950;May;Italy;ITA
20.149;1950;Jun;Italy;ITA
22.7386;1950;Jul;Italy;ITA
21.4925;1950;Aug;Italy;ITA
17.5102;1950;Sep;Italy;ITA
12.7577;1950;Oct;Italy;ITA
8.10658;1950;Nov;Italy;ITA
4.18211;1950;Dec;Italy;ITA
5.07686;1951;Jan;Italy;ITA
5.96869;1951;Feb;Italy;ITA
6.38747;1951;Mar;Italy;ITA
9.93349;1951;Apr;Italy;ITA
13.4683;1951;May;Italy;ITA
18.2588;1951;Jun;Italy;ITA
20.3649;1951;Jul;Italy;ITA
20.883;1951;Aug;Italy;ITA
18.6216;1951;Sep;Italy;ITA
11.8612;1951;Oct;Italy;ITA
9.73142;1951;Nov;Italy;ITA
4.65547;1951;Dec;Italy;ITA
2.79667;1952;Jan;Italy;ITA
2.78734;1952;Feb;Italy;ITA
6.53138;1952;Mar;Italy;ITA
11.8541;1952;Apr;Italy;ITA
14.3783;1952;May;Italy;ITA
19.6206;1952;Jun;Italy;ITA
22.7281;1952;Jul;Italy;ITA
21.8645;1952;Aug;Italy;ITA
16.5121;1952;Sep;Italy;ITA
12.3719;1952;Oct;Italy;ITA
7.05805;1952;Nov;Italy;ITA
4.67652;1952;Dec;Italy;ITA
1.90344;1953;Jan;Italy;ITA
3.1084;1953;Feb;Italy;ITA
6.52434;1953;Mar;Italy;ITA
11.0464;1953;Apr;Italy;ITA
14.7973;1953;May;Italy;ITA
16.9406;1953;Jun;Italy;ITA
20.5426;1953;Jul;Italy;ITA
19.9954;1953;Aug;Italy;ITA
18.0701;1953;Sep;Italy;ITA
14.2241;1953;Oct;Italy;ITA
7.64588;1953;Nov;Italy;ITA
6.39873;1953;Dec;Italy;ITA
1.00184;1954;Jan;Italy;ITA
2.19386;1954;Feb;Italy;ITA
7.74855;1954;Mar;Italy;ITA
9.03746;1954;Apr;Italy;ITA
12.9935;1954;May;Italy;ITA
18.7543;1954;Jun;Italy;ITA
19.0307;1954;Jul;Italy;ITA
19.2432;1954;Aug;Italy;ITA
18.1414;1954;Sep;Italy;ITA
12.2648;1954;Oct;Italy;ITA
8.30095;1954;Nov;Italy;ITA
5.83587;1954;Dec;Italy;ITA
5.82103;1955;Jan;Italy;ITA
5.42506;1955;Feb;Italy;ITA
5.62492;1955;Mar;Italy;ITA
9.48175;1955;Apr;Italy;ITA
13.9775;1955;May;Italy;ITA
17.8366;1955;Jun;Italy;ITA
20.4862;1955;Jul;Italy;ITA
19.4597;1955;Aug;Italy;ITA
16.8196;1955;Sep;Italy;ITA
12.2643;1955;Oct;Italy;ITA
7.44729;1955;Nov;Italy;ITA
6.32948;1955;Dec;Italy;ITA
4.70052;1956;Jan;Italy;ITA
-0.8688;1956;Feb;Italy;ITA
5.3558;1956;Mar;Italy;ITA
8.85948;1956;Apr;Italy;ITA
14.4007;1956;May;Italy;ITA
16.3583;1956;Jun;Italy;ITA
20.4172;1956;Jul;Italy;ITA
20.9791;1956;Aug;Italy;ITA
18.3855;1956;Sep;Italy;ITA
11.82;1956;Oct;Italy;ITA
6.84374;1956;Nov;Italy;ITA
3.82133;1956;Dec;Italy;ITA
3.02166;1957;Jan;Italy;ITA
6.35892;1957;Feb;Italy;ITA
8.13965;1957;Mar;Italy;ITA
10.037;1957;Apr;Italy;ITA
12.3095;1957;May;Italy;ITA
18.6296;1957;Jun;Italy;ITA
20.502;1957;Jul;Italy;ITA
20.0596;1957;Aug;Italy;ITA
16.7026;1957;Sep;Italy;ITA
13.1691;1957;Oct;Italy;ITA
8.82985;1957;Nov;Italy;ITA
4.52459;1957;Dec;Italy;ITA
3.4571;1958;Jan;Italy;ITA
5.93826;1958;Feb;Italy;ITA
4.65711;1958;Mar;Italy;ITA
7.95442;1958;Apr;Italy;ITA
16.0007;1958;May;Italy;ITA
17.512;1958;Jun;Italy;ITA
20.6657;1958;Jul;Italy;ITA
21.3036;1958;Aug;Italy;ITA
18.1598;1958;Sep;Italy;ITA
13.0931;1958;Oct;Italy;ITA
9.33151;1958;Nov;Italy;ITA
5.96508;1958;Dec;Italy;ITA
3.44508;1959;Jan;Italy;ITA
4.92037;1959;Feb;Italy;ITA
8.86846;1959;Mar;Italy;ITA
10.3638;1959;Apr;Italy;ITA
13.956;1959;May;Italy;ITA
17.814;1959;Jun;Italy;ITA
21.3667;1959;Jul;Italy;ITA
20.0408;1959;Aug;Italy;ITA
17.0735;1959;Sep;Italy;ITA
11.8826;1959;Oct;Italy;ITA
8.27101;1959;Nov;Italy;ITA
6.28375;1959;Dec;Italy;ITA
3.49854;1960;Jan;Italy;ITA
4.79014;1960;Feb;Italy;ITA
7.50318;1960;Mar;Italy;ITA
10.034;1960;Apr;Italy;ITA
14.5368;1960;May;Italy;ITA
18.6194;1960;Jun;Italy;ITA
19.0634;1960;Jul;Italy;ITA
20.0743;1960;Aug;Italy;ITA
16.1464;1960;Sep;Italy;ITA
13.0081;1960;Oct;Italy;ITA
9.40568;1960;Nov;Italy;ITA
5.62008;1960;Dec;Italy;ITA
3.49812;1961;Jan;Italy;ITA
5.86485;1961;Feb;Italy;ITA
8.0356;1961;Mar;Italy;ITA
12.2504;1961;Apr;Italy;ITA
13.7478;1961;May;Italy;ITA
18.3645;1961;Jun;Italy;ITA
19.7505;1961;Jul;Italy;ITA
20.3101;1961;Aug;Italy;ITA
19.11;1961;Sep;Italy;ITA
13.7392;1961;Oct;Italy;ITA
9.00414;1961;Nov;Italy;ITA
4.74976;1961;Dec;Italy;ITA
4.6976;1962;Jan;Italy;ITA
3.62557;1962;Feb;Italy;ITA
5.01237;1962;Mar;Italy;ITA
9.98213;1962;Apr;Italy;ITA
13.3113;1962;May;Italy;ITA
17.0394;1962;Jun;Italy;ITA
19.9188;1962;Jul;Italy;ITA
21.7163;1962;Aug;Italy;ITA
17.8226;1962;Sep;Italy;ITA
13.4865;1962;Oct;Italy;ITA
7.8217;1962;Nov;Italy;ITA
2.5958;1962;Dec;Italy;ITA
0.99969;1963;Jan;Italy;ITA
1.93367;1963;Feb;Italy;ITA
5.69461;1963;Mar;Italy;ITA
10.4783;1963;Apr;Italy;ITA
13.7624;1963;May;Italy;ITA
17.64;1963;Jun;Italy;ITA
21.2324;1963;Jul;Italy;ITA
20.1004;1963;Aug;Italy;ITA
17.4484;1963;Sep;Italy;ITA
12.3568;1963;Oct;Italy;ITA
10.8334;1963;Nov;Italy;ITA
4.29633;1963;Dec;Italy;ITA
1.85827;1964;Jan;Italy;ITA
4.46818;1964;Feb;Italy;ITA
6.69036;1964;Mar;Italy;ITA
10.4446;1964;Apr;Italy;ITA
14.8893;1964;May;Italy;ITA
19.1567;1964;Jun;Italy;ITA
20.7996;1964;Jul;Italy;ITA
19.8528;1964;Aug;Italy;ITA
17.1363;1964;Sep;Italy;ITA
12.3797;1964;Oct;Italy;ITA
8.8649;1964;Nov;Italy;ITA
4.75012;1964;Dec;Italy;ITA
4.02291;1965;Jan;Italy;ITA
1.62555;1965;Feb;Italy;ITA
6.43984;1965;Mar;Italy;ITA
8.82988;1965;Apr;Italy;ITA
13.2464;1965;May;Italy;ITA
17.747;1965;Jun;Italy;ITA
20.0995;1965;Jul;Italy;ITA
19.1962;1965;Aug;Italy;ITA
16.0702;1965;Sep;Italy;ITA
12.7507;1965;Oct;Italy;ITA
8.69898;1965;Nov;Italy;ITA
5.46951;1965;Dec;Italy;ITA
2.14029;1966;Jan;Italy;ITA
7.39807;1966;Feb;Italy;ITA
6.40368;1966;Mar;Italy;ITA
11.2073;1966;Apr;Italy;ITA
14.2908;1966;May;Italy;ITA
18.651;1966;Jun;Italy;ITA
19.2644;1966;Jul;Italy;ITA
19.4778;1966;Aug;Italy;ITA
17.6423;1966;Sep;Italy;ITA
14.8302;1966;Oct;Italy;ITA
6.65239;1966;Nov;Italy;ITA
4.15977;1966;Dec;Italy;ITA
2.61966;1967;Jan;Italy;ITA
4.4473;1967;Feb;Italy;ITA
7.74259;1967;Mar;Italy;ITA
9.33609;1967;Apr;Italy;ITA
14.2246;1967;May;Italy;ITA
16.6528;1967;Jun;Italy;ITA
21.322;1967;Jul;Italy;ITA
20.7357;1967;Aug;Italy;ITA
17.0908;1967;Sep;Italy;ITA
14.121;1967;Oct;Italy;ITA
9.41159;1967;Nov;Italy;ITA
3.99006;1967;Dec;Italy;ITA
2.06576;1968;Jan;Italy;ITA
5.64003;1968;Feb;Italy;ITA
7.02948;1968;Mar;Italy;ITA
11.2344;1968;Apr;Italy;ITA
14.34;1968;May;Italy;ITA
17.299;1968;Jun;Italy;ITA
20.1116;1968;Jul;Italy;ITA
18.6249;1968;Aug;Italy;ITA
16.6422;1968;Sep;Italy;ITA
13.254;1968;Oct;Italy;ITA
8.79846;1968;Nov;Italy;ITA
4.01589;1968;Dec;Italy;ITA
3.4154;1969;Jan;Italy;ITA
3.55494;1969;Feb;Italy;ITA
6.6336;1969;Mar;Italy;ITA
9.45353;1969;Apr;Italy;ITA
15.3712;1969;May;Italy;ITA
16.3941;1969;Jun;Italy;ITA
19.8809;1969;Jul;Italy;ITA
19.6988;1969;Aug;Italy;ITA
17.4573;1969;Sep;Italy;ITA
13.4598;1969;Oct;Italy;ITA
9.39313;1969;Nov;Italy;ITA
2.5983;1969;Dec;Italy;ITA
4.79661;1970;Jan;Italy;ITA
4.3598;1970;Feb;Italy;ITA
5.58432;1970;Mar;Italy;ITA
9.04692;1970;Apr;Italy;ITA
12.4543;1970;May;Italy;ITA
18.5585;1970;Jun;Italy;ITA
19.8936;1970;Jul;Italy;ITA
20.4125;1970;Aug;Italy;ITA
18.0209;1970;Sep;Italy;ITA
12.0893;1970;Oct;Italy;ITA
9.18488;1970;Nov;Italy;ITA
4.2631;1970;Dec;Italy;ITA
4.21723;1971;Jan;Italy;ITA
4.39386;1971;Feb;Italy;ITA
4.33121;1971;Mar;Italy;ITA
11.058;1971;Apr;Italy;ITA
14.7473;1971;May;Italy;ITA
16.869;1971;Jun;Italy;ITA
20.7956;1971;Jul;Italy;ITA
22.2144;1971;Aug;Italy;ITA
16.1608;1971;Sep;Italy;ITA
12.1271;1971;Oct;Italy;ITA
7.77804;1971;Nov;Italy;ITA
4.538;1971;Dec;Italy;ITA
4.43646;1972;Jan;Italy;ITA
6.5411;1972;Feb;Italy;ITA
8.45249;1972;Mar;Italy;ITA
9.86165;1972;Apr;Italy;ITA
13.3005;1972;May;Italy;ITA
17.6068;1972;Jun;Italy;ITA
19.7974;1972;Jul;Italy;ITA
19.3105;1972;Aug;Italy;ITA
14.8456;1972;Sep;Italy;ITA
11.0646;1972;Oct;Italy;ITA
8.35847;1972;Nov;Italy;ITA
5.0786;1972;Dec;Italy;ITA
4.20134;1973;Jan;Italy;ITA
4.03336;1973;Feb;Italy;ITA
5.6638;1973;Mar;Italy;ITA
8.03563;1973;Apr;Italy;ITA
14.5381;1973;May;Italy;ITA
18.3679;1973;Jun;Italy;ITA
20.5044;1973;Jul;Italy;ITA
21.005;1973;Aug;Italy;ITA
18.3819;1973;Sep;Italy;ITA
12.7582;1973;Oct;Italy;ITA
7.41597;1973;Nov;Italy;ITA
4.28517;1973;Dec;Italy;ITA
5.51647;1974;Jan;Italy;ITA
6.34312;1974;Feb;Italy;ITA
7.70099;1974;Mar;Italy;ITA
9.33156;1974;Apr;Italy;ITA
13.4638;1974;May;Italy;ITA
17.0846;1974;Jun;Italy;ITA
20.1041;1974;Jul;Italy;ITA
21.2247;1974;Aug;Italy;ITA
17.3022;1974;Sep;Italy;ITA
9.64013;1974;Oct;Italy;ITA
7.58094;1974;Nov;Italy;ITA
4.88341;1974;Dec;Italy;ITA
4.66785;1975;Jan;Italy;ITA
4.51185;1975;Feb;Italy;ITA
6.70823;1975;Mar;Italy;ITA
9.85425;1975;Apr;Italy;ITA
14.1409;1975;May;Italy;ITA
16.8409;1975;Jun;Italy;ITA
20.45;1975;Jul;Italy;ITA
20.1227;1975;Aug;Italy;ITA
18.7786;1975;Sep;Italy;ITA
12.2208;1975;Oct;Italy;ITA
7.64319;1975;Nov;Italy;ITA
4.76046;1975;Dec;Italy;ITA
3.51862;1976;Jan;Italy;ITA
5.3009;1976;Feb;Italy;ITA
5.60585;1976;Mar;Italy;ITA
9.46419;1976;Apr;Italy;ITA
14.3847;1976;May;Italy;ITA
18.5092;1976;Jun;Italy;ITA
20.5387;1976;Jul;Italy;ITA
18.1423;1976;Aug;Italy;ITA
15.4491;1976;Sep;Italy;ITA
13.1836;1976;Oct;Italy;ITA
8.08674;1976;Nov;Italy;ITA
4.78212;1976;Dec;Italy;ITA
4.78834;1977;Jan;Italy;ITA
6.61331;1977;Feb;Italy;ITA
8.53861;1977;Mar;Italy;ITA
9.30509;1977;Apr;Italy;ITA
13.822;1977;May;Italy;ITA
17.2449;1977;Jun;Italy;ITA
